81 54 78 42 89 28 3 35 94 68 9 29 29 29 85 6 6 18 6 34 34 3 9 46 
81 76 9 42 89 28 3 49 71 68 74 29 29 6 29 6 6 18 6 34 34 3 9 81 
86 44 78 42 89 74 3 49 71 68 28 29 6 6 29 6 6 18 6 34 88 3 9 90 
86 44 78 42 54 74 3 49 71 41 28 6 6 6 21 8 6 18 6 88 88 3 9 90 
21 54 9 36 36 81 1 9 49 49 49 47 1 9 9 18 18 88 88 69 88 88 6 9 
67 9 54 57 36 48 81 1 9 9 49 49 47 9 9 18 18 88 88 34 69 34 88 6 
9 9 83 54 57 57 81 1 9 52 52 61 80 1 6 18 69 69 88 88 34 18 88 6 
72 9 76 76 57 57 9 1 9 52 52 52 80 1 6 18 69 69 88 88 18 18 88 6 
72 9 76 76 57 57 81 64 9 52 52 52 80 9 6 69 69 69 88 88 18 18 88 6 
29 9 43 44 5 5 9 9 65 57 57 57 49 9 9 69 33 33 69 6 6 6 6 29 
29 9 43 44 5 5 64 14 65 57 57 57 49 9 9 69 33 33 69 29 88 6 6 29 
29 73 9 44 5 5 5 14 65 57 57 57 52 9 9 69 33 33 69 73 18 6 29 29 
29 73 9 78 5 5 64 14 65 57 36 36 52 9 65 34 33 33 69 73 18 6 29 30 
58 9 9 78 5 5 9 14 65 57 36 36 52 9 9 18 33 33 33 69 18 29 29 30 
9 9 9 78 5 5 9 14 65 9 36 36 52 9 65 18 33 33 33 69 18 29 29 29 
9 9 9 78 5 5 9 14 66 9 36 5 5 9 9 18 33 33 33 69 53 29 29 58 
58 9 43 78 5 5 9 14 66 9 36 78 5 9 9 18 33 33 33 69 53 29 6 58 
58 9 47 36 5 5 9 14 66 9 9 78 5 56 9 18 33 33 33 69 53 29 6 30 
9 9 47 36 5 5 42 14 66 9 9 78 57 56 9 18 33 33 33 69 53 6 6 62 
9 9 9 36 52 52 64 14 50 9 78 44 57 85 66 18 69 33 33 69 8 29 29 30 
9 9 9 36 1 52 48 14 50 9 44 44 78 9 50 9 33 33 33 87 8 29 29 30 
9 9 9 36 52 52 64 14 50 9 44 44 36 21 9 9 33 33 33 12 8 30 29 30 
9 9 9 57 52 52 48 14 50 9 44 44 44 21 50 9 33 33 33 33 8 30 58 72 
9 9 9 57 1 52 16 14 24 9 9 44 76 21 50 9 33 22 33 33 7 30 58 72 
9 56 16 57 52 52 83 83 24 4 9 76 76 73 24 33 33 22 33 7 7 72 58 72 
56 67 16 5 52 52 42 14 24 9 9 54 54 73 24 33 22 22 22 33 7 7 30 72 
67 63 83 5 26 52 48 42 26 9 9 54 54 73 26 33 22 22 22 33 2 7 30 67 
67 63 83 5 24 52 48 42 26 9 9 89 54 75 26 9 22 22 22 33 2 2 72 67 
73 63 83 5 52 52 9 9 26 9 9 89 89 75 26 9 22 22 22 33 2 2 2 67 
75 62 9 52 24 52 9 9 26 9 9 39 89 75 26 33 22 22 22 33 2 2 22 63 
75 62 9 93 50 52 64 14 94 9 9 39 39 84 94 22 22 22 22 22 22 22 22 63 
73 9 9 9 50 52 64 14 94 4 9 39 39 84 94 9 22 22 22 22 22 22 22 63 
73 9 9 9 35 49 64 14 94 4 9 86 86 62 94 9 22 22 22 22 22 22 22 62 
21 9 9 9 32 49 64 42 94 4 9 86 86 62 94 9 22 22 22 22 33 22 33 62 
21 9 9 9 49 49 64 25 71 4 9 81 86 9 71 9 22 22 22 22 33 33 33 69 
21 9 9 9 13 48 9 25 71 4 9 81 81 54 71 9 22 2 22 22 33 33 33 69 
18 47 9 9 66 64 9 25 71 4 9 81 81 81 71 22 22 2 22 22 69 33 69 69 
18 47 9 9 65 49 9 71 79 4 9 64 81 81 71 22 2 2 22 69 33 69 69 69 
18 43 9 9 9 48 9 79 79 4 9 64 64 81 9 22 2 2 2 22 33 69 69 75 
56 9 9 9 9 48 9 79 79 4 9 64 64 64 9 22 2 2 2 22 33 69 18 18 
56 9 9 91 9 48 9 79 79 4 9 48 48 64 9 22 2 2 2 9 18 18 18 18 
34 16 9 91 9 49 9 27 27 4 9 48 48 48 79 22 2 2 2 9 18 18 18 34 
88 9 9 61 9 64 9 27 9 15 9 14 48 48 27 2 2 2 2 82 18 18 18 34 
90 83 9 19 9 48 9 27 9 9 14 14 14 48 9 9 2 2 2 22 34 34 34 34 
88 83 9 19 9 64 64 27 9 9 9 14 14 14 27 2 2 2 2 9 22 34 34 88 
88 9 61 19 9 48 64 27 9 9 42 42 42 14 48 2 2 2 2 2 22 34 34 88 
6 42 9 38 9 64 9 27 9 9 42 42 42 42 14 2 2 2 2 2 88 34 88 88 
6 42 41 38 9 64 16 55 9 9 42 83 42 42 9 2 2 2 2 2 22 88 88 88 
6 42 9 38 9 64 9 55 9 9 83 83 83 42 9 2 2 7 2 2 22 88 88 6 
29 14 9 38 9 64 9 93 9 9 83 83 83 83 9 2 2 7 2 2 6 88 6 6 
29 14 9 38 9 64 9 93 9 9 83 16 16 83 48 2 7 7 2 2 6 6 6 6 
29 48 9 38 9 64 16 93 9 9 16 16 16 16 9 9 7 7 7 2 6 6 6 29 
29 48 68 45 9 64 43 93 9 9 16 43 16 16 14 9 7 7 7 2 6 6 6 29 
58 48 64 45 9 64 43 93 9 9 43 43 43 16 9 2 7 7 7 2 29 29 29 29 
58 9 12 45 9 64 43 87 9 9 43 43 43 43 42 9 7 7 7 2 29 29 29 58 
58 64 81 45 9 64 43 87 9 9 43 47 43 43 9 2 7 7 7 2 29 29 29 58 
30 64 81 45 9 9 43 87 9 9 9 47 47 43 9 2 7 7 7 2 58 29 58 58 
75 73 9 9 15 9 47 80 47 35 9 73 75 75 73 82 56 7 8 8 7 15 75 75 
75 73 9 9 15 15 47 80 47 9 9 75 75 75 73 56 7 7 8 8 7 15 73 75 
73 73 21 9 15 15 47 80 47 35 43 75 75 75 75 73 7 7 8 8 7 15 52 75 
73 73 21 9 15 15 47 80 47 47 43 75 75 75 75 73 7 7 7 7 7 15 89 73 
73 73 21 9 9 15 80 80 47 47 43 75 75 84 75 85 7 7 7 7 7 15 88 73 
73 21 21 9 9 15 80 80 80 47 47 75 84 84 75 75 2 7 7 7 7 15 88 73 
73 21 21 9 9 15 80 80 80 47 47 84 84 84 84 75 2 2 7 7 7 15 6 73 
21 21 85 9 9 15 80 80 80 47 47 84 84 84 84 84 2 2 7 7 7 0 6 21 
21 21 85 9 9 0 80 80 80 47 47 84 84 62 84 84 2 2 7 7 7 9 6 21 
21 85 85 9 9 0 80 80 80 47 47 62 62 62 62 72 2 7 7 7 7 0 6 21 
85 85 56 9 9 0 80 80 80 47 47 62 62 62 62 72 2 7 7 7 7 0 29 85 
85 56 56 9 9 20 80 80 80 80 9 62 62 63 62 62 2 2 7 7 7 0 29 85 
56 56 56 9 9 20 80 82 80 80 9 9 47 63 63 62 2 2 7 7 7 20 29 85 
56 56 46 9 9 9 82 82 80 80 9 9 47 63 63 63 2 2 7 7 2 9 58 56 
46 46 46 9 9 9 82 82 82 80 80 9 9 67 67 63 22 2 2 7 2 9 58 56 
46 46 46 9 9 9 82 82 82 52 9 9 67 67 67 63 22 2 2 2 2 9 30 56 
46 89 90 9 9 80 82 82 82 52 80 9 67 72 67 67 63 2 2 2 2 9 30 46 
90 89 35 9 9 14 82 82 82 52 9 9 72 72 72 67 75 2 2 2 2 9 30 46 
89 54 82 9 9 14 82 82 82 5 46 9 72 72 72 72 84 22 2 2 2 9 22 90 
89 54 35 9 9 14 82 90 82 5 56 9 72 30 72 62 84 22 2 2 2 9 33 90 
54 54 91 9 9 14 82 90 82 5 56 9 72 30 30 72 72 22 2 2 2 9 89 90 
54 91 91 9 9 82 90 90 90 5 56 9 9 30 30 30 72 22 22 2 2 9 33 82 
76 91 9 9 9 9 90 46 90 5 56 9 82 58 58 30 33 84 22 2 22 9 9 82 
76 61 9 9 9 82 90 46 90 5 9 9 52 58 58 58 30 22 22 22 22 9 9 80 
76 61 9 9 9 14 90 46 90 57 9 9 9 29 58 58 30 22 22 22 22 9 9 80 
44 41 9 80 9 82 90 46 90 57 9 58 29 29 29 58 58 22 22 22 22 9 9 47 
44 41 9 9 9 9 90 46 90 57 9 29 29 29 29 29 58 22 22 22 22 9 69 47 
78 41 9 9 9 9 46 56 46 9 9 29 29 6 29 29 29 33 22 22 33 9 89 47 
78 49 9 9 9 9 46 56 56 57 9 29 6 6 6 29 29 33 22 22 22 9 9 43 
78 68 9 9 9 9 46 56 56 46 9 9 6 6 6 6 69 33 33 22 33 9 84 43 
33 69 42 52 61 9 9 46 9 90 56 56 46 9 9 69 69 69 18 34 33 33 22 33 
33 69 21 52 93 9 9 46 9 56 56 56 9 9 9 69 69 69 18 18 33 33 22 33 
33 69 21 52 93 9 9 46 9 56 56 56 9 9 9 69 69 69 18 69 33 33 22 22 
33 33 69 76 93 55 9 46 9 56 56 56 9 9 9 69 69 69 18 18 33 33 22 22 
33 33 21 42 52 55 9 46 9 56 56 46 78 9 9 69 69 69 18 18 33 33 22 22 
33 69 21 42 55 9 9 46 9 56 56 46 9 9 9 69 69 69 18 18 33 33 22 33 
33 69 21 42 55 9 9 46 9 56 56 56 9 9 9 69 69 69 18 69 33 33 33 33 
33 69 21 52 55 9 9 46 9 56 56 56 9 9 9 69 69 69 18 69 33 33 33 33 
69 69 21 52 55 9 9 56 9 56 85 56 9 9 9 69 69 69 72 18 33 33 33 33 
69 69 21 52 55 9 9 56 9 85 85 85 9 9 9 69 69 69 72 58 69 33 33 33 
69 18 85 14 55 9 9 56 9 85 85 56 9 9 9 69 69 69 69 30 69 69 33 69 
69 18 34 48 55 9 9 56 9 85 21 85 78 9 9 69 69 69 69 30 69 69 69 69 
18 18 85 48 55 9 9 19 9 21 21 21 78 9 9 69 33 33 69 30 18 69 69 69 
18 34 56 48 27 9 9 9 9 46 21 21 78 9 9 33 33 33 21 69 18 18 69 18 
18 34 88 48 27 9 9 9 9 21 73 21 90 9 9 33 33 33 69 69 18 18 18 18 
34 34 56 35 27 9 9 21 9 73 73 9 78 14 9 33 33 33 69 69 34 18 18 18 
34 88 88 64 27 9 9 21 9 56 73 78 78 14 9 33 33 33 33 69 34 34 34 34 
34 88 46 35 79 9 9 19 9 56 75 73 78 9 9 33 33 33 33 69 34 34 34 34 
88 88 46 64 9 9 9 19 9 56 75 73 78 9 9 33 33 33 33 69 88 34 34 88 
88 6 90 81 68 9 9 13 9 56 75 75 78 9 9 33 22 22 56 33 88 88 88 88 
6 6 90 81 68 9 9 13 9 56 84 75 78 9 9 22 22 22 33 33 6 88 88 6 
9 6 90 81 68 9 9 13 9 56 84 84 78 9 9 22 22 22 33 67 6 6 88 6 
29 29 82 86 68 68 9 13 9 85 62 84 78 9 9 22 22 22 22 33 6 6 6 6 
29 29 82 86 68 68 9 9 9 9 62 62 78 9 9 22 22 22 22 33 29 6 6 29 
90 9 82 86 68 68 9 9 9 9 62 62 78 9 9 22 22 22 22 33 29 29 29 29 
58 9 80 86 68 68 9 9 9 9 63 62 78 9 9 22 22 22 22 33 58 29 29 58 
30 9 80 39 68 12 9 9 9 9 63 63 44 9 9 22 2 22 22 22 58 58 29 58 
58 9 39 39 12 12 9 9 9 9 67 63 44 9 9 22 2 2 22 22 58 58 58 58 
9 30 39 39 12 9 9 9 9 75 67 67 44 9 9 2 2 2 22 22 30 58 58 30 
9 89 89 89 12 9 9 9 9 9 67 67 44 9 9 2 2 2 22 22 30 30 30 30 
72 89 89 89 12 9 9 9 9 9 72 80 9 9 9 2 2 2 2 22 72 30 30 30 
72 89 89 89 12 9 9 9 9 73 72 72 9 9 9 2 2 2 2 22 72 72 30 72 
67 54 89 54 9 9 9 9 9 9 72 72 9 9 9 2 2 2 2 22 72 72 72 72 
76 21 54 54 87 9 9 9 9 9 30 72 9 9 9 2 7 2 2 2 67 72 72 67 
62 21 54 54 93 9 9 72 9 9 30 30 9 9 9 2 7 7 2 2 67 67 72 67 
73 21 54 54 87 9 9 9 9 9 58 30 9 9 9 7 7 7 2 2 67 67 67 67 
62 85 76 76 87 9 9 9 9 9 58 46 9 9 9 7 7 7 2 2 63 67 67 63 
84 62 62 76 87 9 9 9 9 90 58 58 9 9 9 7 7 7 7 2 63 63 67 63 
21 44 76 76 87 9 9 9 9 9 29 58 9 9 90 7 7 7 7 2 63 63 63 63 
75 44 76 44 87 9 9 58 9 9 29 29 9 9 9 7 7 7 7 2 62 63 63 62 
62 56 44 44 87 9 61 58 9 9 29 29 9 9 9 7 7 7 7 2 62 62 62 62 
84 44 44 44 87 9 61 58 9 9 6 29 9 9 9 7 8 7 7 7 62 62 62 62 
8 8 85 21 73 21 21 85 57 55 55 9 9 9 9 18 18 18 48 9 53 53 53 53 
8 8 85 21 21 21 21 85 57 55 55 9 9 9 9 18 69 18 9 9 8 53 53 53 
8 8 85 21 21 21 85 85 57 5 55 9 9 9 9 18 69 18 9 9 8 53 53 53 
8 7 56 21 21 21 85 85 57 57 55 9 9 9 9 18 69 69 9 9 2 8 53 8 
8 7 85 21 21 21 85 85 57 57 55 9 9 9 9 69 69 69 9 9 8 8 8 8 
8 7 85 21 21 21 85 85 57 57 93 9 9 9 9 69 69 69 9 9 8 8 8 8 
7 85 2 21 21 21 90 85 36 93 93 9 9 9 9 69 69 69 9 9 7 8 8 8 
7 56 2 21 21 21 82 85 36 36 93 9 9 9 9 69 69 69 9 9 7 7 8 7 
7 56 22 85 21 85 9 85 36 36 87 9 9 9 9 69 69 69 9 29 7 7 7 7 
2 2 22 85 85 85 82 56 36 36 87 9 9 9 9 69 69 69 9 29 2 7 7 7 
2 56 85 85 85 85 9 56 78 36 87 9 9 9 9 69 69 69 9 29 2 2 7 2 
2 56 56 85 85 85 80 56 78 78 12 9 9 9 9 69 33 69 9 29 2 2 2 2 
22 56 56 85 85 85 9 56 44 78 68 68 9 9 9 33 33 69 9 69 33 22 22 22 
33 46 56 56 85 56 9 56 44 44 68 9 9 9 6 33 33 33 9 69 33 33 22 33 
33 69 56 56 56 56 9 56 44 44 41 9 9 9 6 33 33 33 9 9 33 33 33 33 
69 69 56 56 56 56 9 46 44 44 41 9 9 9 9 33 33 33 69 18 69 33 33 33 
69 69 46 56 56 56 9 46 76 44 41 9 9 9 9 33 33 33 69 18 69 69 33 69 
69 46 46 56 56 56 9 46 76 76 61 9 24 9 9 33 22 33 69 9 69 69 69 69 
18 18 46 56 56 56 9 46 76 68 61 9 9 9 9 18 22 22 69 9 18 69 69 69 
18 47 80 56 56 56 46 46 76 41 91 57 9 9 9 33 22 33 69 9 18 18 18 34 
18 90 46 46 56 46 9 46 54 91 91 36 9 9 9 33 22 22 69 88 34 18 18 18 
34 88 46 46 56 46 9 46 54 41 91 57 9 9 9 33 22 22 69 88 34 34 18 34 
34 88 46 46 46 46 9 46 54 61 35 35 9 9 9 33 22 22 69 9 34 34 34 34 
88 88 90 46 46 46 9 90 54 61 35 91 9 9 9 33 33 22 57 57 88 34 34 88 
88 6 90 46 46 46 90 90 61 61 49 78 9 9 9 33 22 22 57 57 88 88 88 88 
6 6 90 46 46 46 9 61 89 61 49 35 9 9 9 33 22 22 83 57 88 88 88 88 
6 6 90 46 46 90 9 61 89 91 49 44 9 9 9 33 22 2 57 5 6 6 88 29 
