209	29 30 37 38 95 96 97 98 105
191	7 10 13 14 39 40 49 50 75 76 85 106 113 115
209	1 11 29 37 96
195	1 2 3 4 8 9 10 11 12 14 16 17 21 22 23 24 26 27 39 40 47 48 49 50 57 59 65 66 67 68 69 70 81 82 83 85 89 90 94 106
195	2 3 9 12 81 82 86
199	29 30 31 33 37 38 39 40 75 76 77 78 95 100 105 106 115
209	26 27 94
199	3 9 31 33 39 40 60 62 73 74 75 76 77 78
191	7 13 26 27 75 76 77 78 94 115
209	
199	26 27 30 31 33 38 39 40 63 64 94 106 108
199	10 14 26 27 30 31 33 38 39 40 85 94 98 106 108
209	10 14 29 32 34 37 39 40 85 96 101 106
210	69 70 73 74
210	
210	
210	16 17 29 30 37 38 39 40 57 59 87 95 98 105 106
210	26 27 94
199	16 17 23 24 26 27 30 31 32 33 34 38 71 72 75 76 87 100 115
195	2 3 7 9 10 12 13 14 21 22 23 24 43 44 49 50 69 70 81 84 85 89 113
199	7 13 21 22 23 24 31 32 33 34 35 36 43 44 90 99 100 102 103 109
199	7 13 21 22 23 24 26 27 29 30 31 32 33 34 35 36 37 38 43 44 55 56 67 68 84 90 95 99 102 103 104
199	21 22 23 24 26 27 29 31 33 37 43 44 65 66 89 90 102 110
199	23 24 29 30 31 32 33 34 37 38 49 50 71 72 95 99 101 105
209	21 22 23 24 29 37 39 40 45 46 53 54 89 90 96 106
209	16 17 21 22 23 24 29 37 53 54 69 70 89 90
209	21 22 23 24 31 33 45 46 53 54 69 70 89 90
195	2 3 9 12 65 66 81 86
195	2 3 9 12 39 40 43 44 69 70 81 82 106 110
195	2 12
191	15 20 23 24 25 28 30 31 33 38 39 40 43 44 63 64 69 70 89 91 93 100 102 108
195	2 3 9 10 12 14 26 27 51 52 63 64 81 82 85 94
210	26 27 29 31 33 37 94 100
210	29 37 96
210	26 27 29 31 33 37 39 40 100 106
218	29 37
210	29 30 31 33 37 38 95 100 105
195	3 5 6 7 9 13 60 62 82 84
195	2 3 7 9 12 13 60 62 81 82 84
218	18 19 26 27 29 30 31 33 37 38 39 40 88 95 98 100 105 106 108
210	30 38 98
209	29 37 96
210	29 37 96
209	3 9 30 38 51 52 82 98
195	2 3 4 8 9 10 12 14 43 44 63 64 69 70 82 85
195	2 12
195	2 12
191	7 13 45 46 49 50 113
195	65 66 73 74
191	2 12 45 46 57 59 69 70
209	4 8 16 17 26 27 29 30 37 38 39 40 43 44 45 46 75 76 87 94 96 98 108 110 111
191	10 14 15 20 39 40 85 106
209	4 8 16 17 23 24 30 31 33 38 39 40 45 46 47 48 53 54 83 89 100 106 108
191	10 14 15 20 31 33 39 40 63 64 85 100 106
210	3 9 23 24 26 27 29 30 31 33 37 38 39 40 45 46 51 52 53 54 57 59 69 70 89 94 95 98 100 106 107
191	7 10 13 14 49 50 85 113
209	10 14 18 19 23 24 29 31 33 37 45 46 85 88 100
209	30 38 75 76 98 115
209	16 17 23 24 29 30 37 38 47 48 53 54 75 76 89 95 105
209	29 30 31 33 37 38 39 40 47 48 57 59 98 105 106 108
209	
191	2 7 12 13 41 42 84
191	2 7 12 13 60 62
191	7 13 18 19 73 74 75 76 88 115
195	2 3 4 8 9 12 26 27 31 33 41 42 43 44 53 54 65 66 69 70 81 83 86 94 100 102
195	2 7 12 13 31 32 33 34 43 44 47 48 99 100 101 102 109 112
209	10 14 29 37 39 40 85 96 106
209	
209	16 17 87
210	45 46 47 48 112
210	29 37 39 40 106
210	16 17 39 40 58 61 106 114
199	51 52
199	23 24 51 52 89
195	47 48 60 62 73 74 75 76 115
195	2 3 5 6 9 12 18 19 26 27 51 52 60 62 65 66 73 74 81 88 94
210	4 8 26 27 29 37 83 94
210	4 8 29 37 47 48 83 112
209	29 30 37 38 47 48 95 96 97 98 104 112
210	4 8 26 27 29 30 37 38 39 40 83 94 95 97 104 106 108
210	10 14 30 38 39 40 85 98 106
210	10 14 31 32 33 34 39 40 43 44 79 80 85 100 101 102 106 109
210	30 32 34 38 98 101
191	2 12 15 20 21 22 23 24 49 50 63 64 69 70 73 74 89 90 92 113
191	18 19 23 24 25 28 73 74 89 91 93
209	29 37 96
191	15 18 19 20 23 24 25 28 55 56 58 61 63 64 73 74 89 91 92 93 114
191	23 24 25 28 65 66 89 91 93
191	23 24 25 28 89 91 93
191	2 12 15 18 19 20 23 24 25 28 55 56 63 64 73 74 88 89 91 92 93
191	15 16 17 20 23 24 49 50 87 89 113
191	15 18 19 20 55 56 73 74 88
209	16 17 21 22 23 24 29 30 31 33 37 38 39 40 75 76 89 95 100 105 106 108 115
209	1 4 8 11 29 30 37 38 47 48 83 95 105 112
191	2 7 12 13 18 19 73 74
191	5 6 7 13 23 24 26 27 32 34 35 36 89 94 101 103
191	2 3 7 9 12 13 47 48 81 82 112
191	7 13 84
209	16 17 18 19 29 30 32 34 37 38 58 61 88 95 98
209	29 30 37 38 95 96 97 98 104
209	4 8 29 30 37 38 83 95 97 98 105
209	45 46
209	4 8 10 14 18 19 30 38 39 40 43 44 49 50 85 88 98 106 108
195	2 3 9 12 16 17 26 27 31 32 33 34 35 36 39 40 43 44 47 48 49 50 51 52 55 56 63 64 71 72 75 76 99 102 103 106 107 109 111 113
209	4 8 16 17 26 27 29 30 37 38 39 40 45 46 47 48 83 87 94 104 106 108
209	4 8 16 17 30 38 39 40 87 98 106 108
209	1 11 47 48 112
209	30 38 39 40 45 46 98 106 108
209	4 8 10 14 18 19 26 27 29 30 31 33 37 38 39 40 49 50 85 88 94 97 100 104 106 108
203	4 5 6 7 8 13 29 30 32 34 37 38 39 40 84 97 104 108
195	1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 26 27 31 33 39 40 43 44 47 48 75 76 84 85 87 102 106 107 111
195	2 3 5 6 7 9 12 13 16 17 31 32 33 34 39 40 43 44 47 48 87 100 102 106 107
195	2 3 9 12 39 40 81 82 86 106 107
209	29 30 37 38 95 96 97 98 104
195	3 4 5 6 8 9 26 27 83
210	1 11 23 24 26 27 29 30 37 38 39 40 41 42 47 48 89 94 95 104 106 112
195	2 3 9 12 26 27 31 33 58 61 81 86 114
210	16 17 30 38 47 48 53 54 87 98
195	2 4 5 6 7 8 12 13 23 24 47 48 53 54 84 89 112
195	7 13 58 61 84 114
195	7 13 16 17 23 24 25 28 87 89 91 93
195	7 13 15 20 23 24 49 50 53 54 84 89 113
203	30 38 98
203	4 8 15 20 29 30 37 38 39 40 43 44 55 56 95 98 105 106 110
203	15 20 23 24 29 30 31 33 37 38 39 40 43 44 89 95 100 102 105 106 108
203	15 20 30 38 98
203	15 16 17 18 19 20 26 27 29 30 37 38 47 48 58 61 87 88 94 95 105 114
195	15 18 19 20 26 27 88 94
203	23 24 29 31 33 37 39 40 47 48 89 96 106 112
203	7 13 23 24 25 28 29 30 37 38 39 40 45 46 49 50 84 89 91 93 98 106 108 113
195	7 13 84
203	1 11 16 17 30 31 32 33 34 38 39 40 87 100 101 106 108
195	15 16 17 20 31 33 43 44 87 100 102 110
195	7 13 31 32 33 34 58 61 99 114
195	7 13 43 44 84 110
209	29 30 37 38 45 46 95 96 97 98 104
195	2 3 9 12 26 27 81 82 86 94
195	7 13 84
195	7 13 32 34 84 101
195	7 13 31 33 84 100
195	7 13 23 24 31 32 33 34 35 36 43 44 51 52 53 54 99 100 101 102 103 109
195	7 13 84
195	7 13 43 44 84 110
195	21 22 23 24 25 28 29 30 32 34 37 38 39 40 49 50 89 91 93 105 106 108 113
195	7 13 16 17 23 24 29 30 37 38 39 40 75 76 104 108 115
195	5 6 7 13 15 20 39 40 84 106
195	7 13 18 19 30 31 32 33 34 38 39 40 43 44 88 98 100 101 106 108
195	1 7 11 13 84
195	10 14 39 40 43 44 85 106
195	4 7 8 13 39 40 43 44 83 106 110
203	21 22 23 24 29 30 31 32 33 34 37 38 39 40 45 46 49 50 55 56 71 72 79 80 90 96 99 105 108 113
195	7 13 29 37 49 50 96 113
199	16 17 29 37 87 96
195	2 12
191	
199	16 17 30 32 34 38 51 52 67 68 87 101
210	16 17 29 37 87 96
199	29 32 34 37 96 101
199	30 38 49 50 98 113
195	2 12 25 28 31 33 43 44 47 48 65 66 102
210	
199	29 30 31 33 37 38 41 42 51 52 75 76 77 78 95 100 104 115
191	23 24 49 50 63 64 89 92 113
195	2 12 31 32 33 34 35 36 51 52 77 78 100 101 103
191	16 17 23 24 25 28 32 34 47 48 55 56 63 64 71 72 79 80 89 91 92 101
191	15 20 25 28 32 34 93 101
210	26 27 41 42 55 56 94
199	25 26 27 28 29 30 37 38 41 42 47 48 49 50 51 52 94 95 104
209	26 27 41 42 94
195	3 9 25 28 31 33 39 40 41 42 43 44 49 50 93 100 102 106 107 110 113
199	2 3 9 12 26 27 45 46 47 48 51 52 55 56 58 61 63 64 69 70 81 86 114
191	16 17 49 50 53 54 57 59 113
191	7 13 16 17 26 27 41 42 47 48 69 70 87 94 112
195	2 3 9 12 21 22 23 24 25 26 27 28 31 32 33 34 39 40 43 44 47 48 51 52 57 58 59 61 69 70 79 80 81 91 101 102 106 107 112 114
191	45 46 49 50 63 64 71 72 75 76 77 78 113
191	2 3 9 10 12 14 15 20 26 27 39 40 47 48 51 52 55 56 69 70 82 85 86 94 106 112
209	26 27 29 30 37 38 94 95 96 97 98 104
209	39 40 106
191	7 13 16 17 21 22 31 33 67 68 71 72 75 76 87 100 115
191	15 16 17 20 23 24 53 54 63 64 87 89 92
191	15 20 26 27 49 50 53 54 55 56 67 68 113
191	15 16 17 20 87
191	53 54
191	15 16 17 20 26 27 41 42 47 48 55 56 67 68 71 72 75 76 94 112 115
195	29 31 33 37 43 44 51 52 71 72 75 76 79 80 100 102 110 111
191	26 27 94
191	16 17 26 27 87
191	1 11 26 27 47 48 71 72 75 76 94 112 115
191	15 16 17 20 23 24 25 28 55 56 63 64 71 72 75 76 91 93 115
191	15 20 23 24 25 28 31 32 33 34 53 54 63 64 71 72 75 76 77 78 89 91 92 93 100 101 115
191	15 20 23 24 25 28 31 32 33 34 53 54 57 59 63 64 71 72 75 76 77 78 89 91 92 93 99 101
195	10 14 29 30 31 32 33 34 37 38 43 44 45 46 47 48 51 52 71 72 75 76 79 80 95 100 101 102 111 112
191	65 66
195	25 28 29 30 32 34 35 36 37 38 51 52 71 72 95 101 103 104
191	1 2 3 9 11 12 16 17 23 24 25 26 27 28 41 42 49 50 71 72 75 76 77 78 81 86 89 91 113 115
191	1 5 6 7 11 13 16 17 23 24 25 28 63 64 71 72 75 76 77 78 84 91 115
191	1 7 11 13 84
195	2 3 9 12 23 24 31 32 33 34 35 36 43 44 51 52 53 54 71 72 77 78 81 86 100 102 103 109
195	26 27 29 30 32 34 37 38 94 95 101 105
195	23 24 29 32 34 37 89 96 101
195	23 24 26 27 29 32 34 37 89 94 101
195	2 12 16 17 23 24 31 32 33 34 35 36 39 40 43 44 49 50 63 64 67 68 71 72 75 76 92 102 103 111
195	2 3 9 12 16 17 23 24 31 32 33 34 35 36 39 40 43 44 55 56 63 64 75 76 81 87 92 102 103 106 111 115
195	2 3 9 12 31 32 33 34 39 40 43 44 49 50 71 72 75 76 79 80 81 82 102 106 109 110 111
195	2 3 5 6 9 12 23 24 35 36 43 44 47 48 51 52 53 54 57 59 65 66 75 76 81 86 89 111
195	2 3 9 12 25 28 31 32 33 34 35 36 41 42 43 44 71 72 75 76 81 86 99 100 101 102 103 109 110 111
195	2 4 8 12 23 24 25 26 27 28 31 32 33 34 43 44 49 50 71 72 73 74 75 76 79 80 91 99 102 111
195	2 3 4 5 6 8 9 12 31 32 33 34 35 36 39 40 43 44 47 48 49 50 53 54 57 59 65 66 69 70 75 76 86 102 103 106 107 111
195	65 66
195	2 3 9 12 39 40 43 44 47 48 51 52 57 59 69 70 71 72 75 76 79 80 86 106 107 111
195	2 3 9 12 23 24 25 26 27 28 31 32 33 34 39 40 43 44 47 48 51 52 57 59 69 70 71 72 75 76 79 80 81 91 94 99 100 102 106 107 109 111
195	49 50 65 66 113
195	
195	2 12 31 32 33 34 39 40 43 44 47 48 49 50 69 70 73 74 100 102 109
195	2 12 16 17 25 26 27 28 31 32 33 34 35 36 39 40 43 44 47 48 49 50 51 52 55 56 57 59 67 68 69 70 71 72 75 76 87 101 102 103 106 109 111
195	2 3 9 12 35 36 39 40 47 48 51 52 55 56 71 72 86 106 107
195	2 3 9 12 16 17 23 24 26 27 31 32 33 34 39 40 51 52 63 64 67 68 69 70 71 72 75 76 79 80 92 100 106 107
195	2 3 4 8 9 12 25 28 32 34 39 40 43 44 47 48 69 70 71 72 73 74 79 80 83 86 101 106 107
191	1 7 11 13 16 17 23 24 39 40 49 50 63 64 77 78 87 89 92 106
191	7 13 23 24 25 26 27 28 31 33 39 40 51 52 77 78 89 91 100 106
191	15 16 17 20 23 24 31 33 49 50 63 64 77 78 89 92 100 113
191	1 7 11 13 16 17 23 24 26 27 39 40 41 42 47 48 63 64 71 72 77 78 92 94 112
195	2 3 9 12 16 17 23 24 26 27 31 32 33 34 41 42 43 44 47 48 49 50 51 52 55 56 63 64 67 68 71 72 75 76 79 80 81 86 87 92 94 99 102 109 111
195	2 3 9 12 23 24 25 26 27 28 31 32 33 34 35 36 39 40 41 42 43 44 47 48 51 52 57 59 60 62 71 72 73 74 75 76 79 80 81 82 91 99 102 103 106 107 110 111
195	2 3 9 12 35 36 39 40 43 44 47 48 49 50 51 52 71 72 73 74 75 76 86 107 111 113
195	2 12 43 44 47 48 71 72 73 74 75 76 79 80 110 111 112 115
195	2 3 9 12 26 27 35 36 39 40 43 44 47 48 55 56 67 68 71 72 75 76 86 106 107 111
195	2 3 9 12 23 24 31 33 35 36 39 40 51 52 53 54 71 72 86 100 106 107
195	2 3 9 12 23 24 25 26 27 28 81 86 91
195	2 3 9 12 26 27 35 36 39 40 43 44 47 48 51 52 71 72 75 76 86 107 111
195	2 12 23 24 25 26 27 28 31 32 33 34 43 44 53 54 55 56 67 68 73 74 79 80 93 94 100 102
195	2 3 9 12 23 24 25 26 27 28 31 32 33 34 35 36 43 44 51 52 71 72 81 86 91 102 103 109
195	2 4 8 12 23 24 26 27 39 40 83 89 106
195	23 24 49 50 53 54 58 61 89 113 114
195	58 61 114
195	2 12 25 28 31 32 33 34 47 48 49 50 57 58 59 61 65 66 112 113 114
199	32 34 57 59 69 70 101
199	26 27 32 34 41 42 57 59 69 70 94 101
199	21 22
199	32 34 41 42 58 60 61 62 101 114
209	23 24 25 28 29 30 37 38 47 48 57 59 91 105
209	26 27 57 59 73 74 94
210	25 28 93
209	4 8 18 19 25 28 47 48 57 59 83 88 112
209	4 8 25 26 27 28 67 68 83 94
210	23 24 89
210	39 40 106
191	7 13 16 17 18 19 21 22 23 24 26 27 39 40 41 42 49 50 63 64 67 68 75 76 88 90 94 106 113 115
195	4 8 58 61 114
195	4 8 23 24 25 28 31 32 33 34 43 44 47 48 58 61 73 74 83 91 99 102 109 114
195	25 28 31 32 33 34 43 44 47 48 57 58 59 61 69 70 79 80 99 102 109 110 114
195	31 33 100
195	4 8 26 27 31 33 83 94 100
195	23 24 31 33 53 54 65 66 89 100
195	16 17 31 33 58 61 87 114
195	25 28 31 33 58 61 75 76 77 78 114
195	2 12 16 17 23 24 31 32 33 34 43 44 58 60 61 62 71 72 77 78 102 110 114
195	2 12 32 34 43 44 101 109
195	3 9 25 28 31 32 33 34 35 36 43 44 47 48 57 58 59 60 61 62 69 70 75 76 100 102 103 110 111 112 114 115
195	2 3 9 12 21 22 23 24 39 40 81 86 89 106 107
195	31 33 57 59 60 62 100
195	2 12 32 34 35 36 43 44 60 62 101 103 109 110
195	43 44 57 59 60 62 69 70 79 80 110
195	35 36 43 44 110
195	2 12 21 22 32 34 43 44 79 80 101 109 110
195	2 3 4 8 9 12 31 32 33 34 35 36 43 44 47 48 81 82 83 102 103 110
195	2 3 9 12 31 32 33 34 47 48 82 99 100 101
195	2 3 9 12 35 36 39 40 82 86 106 107
195	31 32 33 34 35 36 43 44 57 58 59 61 65 66 69 70 102 103 109 110 114
195	16 17 87
195	2 12 32 34 35 36 43 44 60 62 63 64 65 66 103 109
195	2 12 25 28 35 36 43 44 93 110
195	35 36 47 48 75 76 115
195	7 13 35 36 53 54
195	16 17 25 28 32 34 43 44 79 80 101 109
195	2 12
195	2 12 23 24 25 28 32 34 35 36 43 44 58 60 61 62 91 103 109 114
195	3 9 25 28 35 36 43 44 93
195	1 11 79 80
195	16 17 21 22 43 44 87
195	43 44 79 80
195	2 3 9 12 43 44 69 70 79 80 81 86
195	2 12
195	2 12 16 17 67 68 75 76 87 115
195	2 12 32 34 43 44 47 48 53 54 60 62 65 66 75 76 79 80 109 111 115
199	3 9 31 32 33 34 51 52 67 68 75 76 99 100 101 115
195	2 12 65 66
195	1 2 11 12 16 17 25 28 32 34 35 36 43 44 55 56 69 70 87 103
218	5 6 7 13 23 24 31 33 49 50 63 64 89 92 113
191	1 7 11 13 15 16 17 20 23 24 32 34 39 40 47 48 49 50 57 59 63 64 75 76 77 78 87 89 92 113 115
218	23 24 26 27 32 34 89 94 101
218	16 17 18 19 31 33 47 48 67 68 88 100
218	7 13 31 32 33 34 39 40 77 78 106
191	7 13 31 32 33 34 39 40 77 78 100 101 106
191	7 13 18 19 32 34 35 36 49 50 71 72 73 74 101 103
218	15 20 23 24 25 28 41 42 47 48 89 112
191	23 24 47 48 89 112
191	7 13 16 17 18 19 23 24 25 28 32 34 35 36 49 50 55 56 57 59 69 70 71 72 75 76 87 89 91 103
218	16 17 25 28 30 31 32 33 34 38 39 40 41 42 69 70 73 74 77 78 99 108
218	4 8 23 24 29 30 37 38 47 48 83 89 95 104 112
218	31 32 33 34 55 56 65 66 67 68 99 101
191	65 66
191	2 12 16 17 18 19 25 28 32 34 55 56 57 59 65 66 69 70 71 72 79 80
218	7 13 21 22 23 24 39 40 49 50 57 59 60 62 89 90 106
191	21 22 23 24 39 40 60 62 89 90 106
218	3 9 26 27 30 38 39 40 57 59 69 70 82 98 106 107
191	2 3 9 12 16 17 21 22 23 24 26 27 31 32 33 34 35 36 39 40 41 42 47 48 57 59 60 62 63 64 67 68 71 72 75 76 82 89 90 92 94 100 103 106 107 115
218	25 28 30 38 98
209	41 42
210	23 24 25 28 29 30 37 38 39 40 91 93 95 97 104 106 108
210	16 17 29 30 37 38 39 40 95 97 104 106 108
209	16 17 18 19 23 24 25 26 27 28 29 30 37 38 39 40 51 52 88 91 95 97 104 106 108
195	18 19 29 32 34 35 36 37 73 74 88 96 103
195	32 34 43 44 79 80 101 109 110
